holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume,month,temp_c,hour,day_of_week,is_weekend,hour_sin,hour_cos,temp_c_scaled,weather_Clear,weather_Clouds,weather_Drizzle,weather_Fog,weather_Haze,weather_Mist,weather_Rain,weather_Smoke,weather_Snow,weather_Squall,weather_Thunderstorm,is_precipitation,total_precipitation,is_overcast,is_clear,is_severe_weather,temp_c_zscore,traffic_volume_zscore,temp_c_minmax,traffic_volume_minmax,congestion_category
Nan,247.15,0.0,0.0,75,Clouds,broken clouds,2014-01-06 17:00:00,3735,1,-26.0,17,0,0,-0.9659258262890683,-0.25881904510252063,0.7970780791434192,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,-2.5530896872511644,0.23925151526829064,0.7970780791434192,0.5130494505494505,Medium
Nan,247.15,0.0,0.0,40,Clouds,scattered clouds,2014-01-06 18:00:00,2526,1,-26.0,18,0,0,-1.0,-1.8369701987210297e-16,0.7970780791434192,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,-2.5530896872511644,-0.3692173859585905,0.7970780791434192,0.34697802197802197,Medium
Nan,247.15,0.0,0.0,1,Clear,sky is clear,2014-01-06 19:00:00,1736,1,-26.0,19,0,0,-0.9659258262890684,0.2588190451025203,0.7970780791434192,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,-2.5530896872511644,-0.7668107953624251,0.7970780791434192,0.23846153846153847,Low
Nan,276.793,0.0,0.0,64,Clouds,broken clouds,2014-01-06 21:00:00,1200,1,3.64,21,0,0,-0.7071067811865477,0.7071067811865474,0.8926693972328827,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,-0.33099067715924657,-1.0365703744009762,0.8926693972328827,0.16483516483516483,Low
Nan,276.793,0.0,0.0,64,Clouds,broken clouds,2014-01-06 22:00:00,1065,1,3.64,22,0,0,-0.5000000000000004,0.8660254037844384,0.8926693972328827,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,-0.33099067715924657,-1.1045135519573277,0.8926693972328827,0.1462912087912088,Low
Nan,247.15,0.0,0.0,75,Clouds,broken clouds,2014-01-06 23:00:00,772,1,-26.0,23,0,0,-0.25881904510252157,0.9659258262890681,0.7970780791434192,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,-2.5530896872511644,-1.2519754113944461,0.7970780791434192,0.10604395604395604,Low
Nan,247.49,0.0,0.0,75,Clouds,broken clouds,2014-01-07 00:00:00,396,1,-25.66,0,1,0,0.0,1.0,0.798174605734189,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,-2.5276000224930244,-1.4412097429588029,0.798174605734189,0.0543956043956044,Low
Nan,247.84,0.0,0.0,1,Clear,sky is clear,2014-01-07 01:00:00,272,1,-25.31,1,1,0,0.25881904510252074,0.9659258262890683,0.7993033831070403,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,-2.501360661712587,-1.5036168097513034,0.7993033831070403,0.03736263736263736,Low
Nan,247.15,0.0,0.0,1,Clear,sky is clear,2014-01-07 02:00:00,209,1,-26.0,2,1,0,0.49999999999999994,0.8660254037844387,0.7970780791434192,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,-2.5530896872511644,-1.5353236259442675,0.7970780791434192,0.028708791208791207,Low
Nan,247.4,0.0,0.0,1,Clear,sky is clear,2014-01-07 03:00:00,289,1,-25.75,3,1,0,0.7071067811865476,0.7071067811865476,0.7978843486954558,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,-2.5343472866937087,-1.4950610022071704,0.7978843486954558,0.039697802197802196,Low
Nan,247.82,0.0,0.0,40,Clouds,scattered clouds,2014-01-07 04:00:00,683,1,-25.33,4,1,0,0.8660254037844386,0.5000000000000001,0.7992388815428774,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,-2.5028600537571837,-1.2967675803019667,0.7992388815428774,0.09381868131868132,Low
Nan,248.39,0.0,0.0,1,Clear,sky is clear,2014-01-07 05:00:00,2172,1,-24.76,5,1,0,0.9659258262890683,0.25881904510252074,0.801077176121521,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,-2.460127380486185,-0.5473794959952455,0.801077176121521,0.29835164835164835,Low
Nan,248.63,0.0,0.0,1,Clear,sky is clear,2014-01-07 06:00:00,4114,1,-24.52,6,1,0,1.0,6.123233995736766e-17,0.801851194891476,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,-2.442134675951028,0.4299956952227885,0.801851194891476,0.5651098901098901,Medium
Nan,248.79,0.0,0.0,40,Clouds,scattered clouds,2014-01-07 07:00:00,5761,1,-24.36,7,1,0,0.9659258262890683,-0.25881904510252063,0.8023672074047795,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,-2.4301395395942564,1.2589024614102766,0.8023672074047795,0.7913461538461538,High
Nan,249.66,0.0,0.0,1,Clear,sky is clear,2014-01-07 08:00:00,4615,1,-23.49,8,1,0,0.8660254037844387,-0.4999999999999998,0.805173025445867,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,-2.364915985654311,0.6821403763763596,0.805173025445867,0.6339285714285714,High
Nan,250.8,0.0,0.0,1,Clear,sky is clear,2014-01-07 09:00:00,3902,1,-22.35,9,1,0,0.7071067811865476,-0.7071067811865475,0.8088496146031541,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,-2.279450639112315,0.323299742319481,0.8088496146031541,0.535989010989011,Medium
Nan,253.48,0.0,0.0,1,Clear,sky is clear,2014-01-07 10:00:00,3500,1,-19.67,10,1,0,0.49999999999999994,-0.8660254037844387,0.8174928242009868,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,-2.0785321051363925,0.12098005804056768,0.8174928242009868,0.4807692307692308,Medium
Nan,255.48,0.0,0.0,64,Clouds,broken clouds,2014-01-07 12:00:00,4023,1,-17.67,12,1,0,1.2246467991473532e-16,-1.0,0.8239429806172799,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,-1.9285929006767488,0.38419696072184045,0.8239429806172799,0.5526098901098901,Medium
Nan,256.19,0.0,0.0,64,Clouds,broken clouds,2014-01-07 13:00:00,4178,1,-16.96,13,1,0,-0.2588190451025208,-0.9659258262890683,0.826232786145064,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,-1.8753644830935754,0.46220579421246627,0.826232786145064,0.5739010989010989,Medium
Nan,257.05,0.0,0.0,64,Clouds,broken clouds,2014-01-07 14:00:00,4431,1,-16.1,14,1,0,-0.4999999999999997,-0.8660254037844388,0.8290063534040699,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,-1.8108906251759287,0.5895363417810361,0.8290063534040699,0.6086538461538461,Medium
Nan,257.16,0.0,0.0,64,Clouds,broken clouds,2014-01-07 15:00:00,5013,1,-15.99,15,1,0,-0.7071067811865471,-0.7071067811865479,0.829361112006966,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,-1.8026439689306482,0.8824469294684181,0.829361112006966,0.6885989010989011,High
Nan,257.17,0.0,0.0,64,Clouds,broken clouds,2014-01-07 16:00:00,5721,1,-15.98,16,1,0,-0.8660254037844385,-0.5000000000000004,0.8293933627890475,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,-1.8018942729083498,1.2387711495417282,0.8293933627890475,0.7858516483516483,High
Nan,256.2,0.0,0.0,1,Clear,sky is clear,2014-01-07 17:00:00,5550,1,-16.95,17,1,0,-0.9659258262890683,-0.25881904510252063,0.8262650369271455,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,-1.8746147870712768,1.1527097913036828,0.8262650369271455,0.7623626373626373,High
Nan,255.82,0.0,0.0,64,Clouds,broken clouds,2014-01-07 18:00:00,4072,1,-17.33,18,1,0,-1.0,-1.8369701987210297e-16,0.8250395072080497,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,-1.9031032359186093,0.4088578177608125,0.8250395072080497,0.5593406593406594,Medium
Nan,254.95,0.0,0.0,1,Clear,sky is clear,2014-01-07 19:00:00,2793,1,-18.2,19,1,0,-0.9659258262890684,0.2588190451025203,0.8222336891669623,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,-1.968326789858554,-0.23484087923602864,0.8222336891669623,0.3836538461538462,Medium
Nan,253.27,0.0,0.0,1,Clear,sky is clear,2014-01-07 20:00:00,2147,1,-19.88,20,1,0,-0.8660254037844386,0.5000000000000001,0.8168155577772761,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,-2.0942757216046544,-0.5599615659130883,0.8168155577772761,0.2949175824175824,Low
Nan,252.36,0.0,0.0,1,Clear,sky is clear,2014-01-07 21:00:00,1903,1,-20.79,21,1,0,-0.7071067811865477,0.7071067811865474,0.8138807366078628,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,-2.162498059633793,-0.6827625683112347,0.8138807366078628,0.2614010989010989,Low
Nan,253.82,0.0,0.0,75,Clouds,broken clouds,2014-01-07 23:00:00,899,1,-19.33,23,1,0,-0.25881904510252157,0.9659258262890681,0.8185893507917567,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,-2.053042440378253,-1.1880584962118044,0.8185893507917567,0.123489010989011,Low
Nan,252.15,0.0,0.0,1,Clear,sky is clear,2014-01-08 00:00:00,483,1,-21.0,0,2,0,0.0,1.0,0.813203470184152,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,-2.178241676102055,-1.3974241396447098,0.813203470184152,0.06634615384615385,Low
Nan,251.38,0.0,0.0,1,Clear,sky is clear,2014-01-08 01:00:00,316,1,-21.77,1,2,0,0.25881904510252074,0.9659258262890683,0.810720159963879,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,-2.235968269819018,-1.4814723666959,0.810720159963879,0.043406593406593405,Low
Nan,249.62,0.0,0.0,1,Clear,sky is clear,2014-01-08 02:00:00,236,1,-23.53,2,2,0,0.49999999999999994,0.8660254037844387,0.8050440223175411,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,-2.3679147697435043,-1.5217349904329973,0.8050440223175411,0.03241758241758242,Low
Nan,249.64,0.0,0.0,1,Clear,sky is clear,2014-01-08 03:00:00,304,1,-23.51,3,2,0,0.7071067811865476,0.7071067811865476,0.8051085238817041,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,-2.3664153776989076,-1.4875117602564647,0.8051085238817041,0.041758241758241756,Low
Nan,249.48,0.0,0.0,1,Clear,sky is clear,2014-01-08 04:00:00,734,1,-23.67,4,2,0,0.8660254037844386,0.5000000000000001,0.8045925113684006,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,-2.3784105140556795,-1.2711001576695673,0.8045925113684006,0.10082417582417583,Low
Nan,248.88,0.0,0.0,1,Clear,sky is clear,2014-01-08 05:00:00,2507,1,-24.27,5,2,0,0.9659258262890683,0.25881904510252074,0.8026574644435127,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,-2.423392275393572,-0.3787797590961511,0.8026574644435127,0.34436813186813187,Medium
Nan,248.48,0.0,0.0,1,Clear,sky is clear,2014-01-08 06:00:00,5475,1,-24.67,6,2,0,1.0,6.123233995736766e-17,0.801367433160254,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,-2.4533801162855013,1.1149635815501542,0.801367433160254,0.7520604395604396,High
Nan,248.15,0.0,0.0,1,Clear,sky is clear,2014-01-08 07:00:00,6280,1,-25.0,7,2,0,0.9659258262890683,-0.25881904510252063,0.8003031573515658,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,-2.4781200850213425,1.5201062329046946,0.8003031573515658,0.8626373626373627,High
Nan,247.64,0.0,0.0,1,Clear,sky is clear,2014-01-08 08:00:00,5332,1,-25.51,8,2,0,0.8660254037844387,-0.4999999999999998,0.798658367465411,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,-2.5163545821585513,1.042994141620093,0.798658367465411,0.7324175824175824,High
Nan,249.8,0.0,0.0,75,Clouds,broken clouds,2014-01-08 09:00:00,4669,1,-23.35,9,2,0,0.7071067811865476,-0.7071067811865475,0.8056245363950075,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,-2.3544202413421367,0.7093176473989002,0.8056245363950075,0.6413461538461539,High
Nan,250.8,0.0,0.0,1,Clear,sky is clear,2014-01-08 10:00:00,4080,1,-22.35,10,2,0,0.49999999999999994,-0.8660254037844387,0.8088496146031541,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,-2.279450639112315,0.4128840801345222,0.8088496146031541,0.5604395604395604,Medium
Nan,253.99,0.0,0.0,1,Clear,sky is clear,2014-01-08 11:00:00,4121,1,-19.16,11,2,0,0.258819045102521,-0.9659258262890682,0.8191376140871416,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,-2.040297607999183,0.4335186747997845,0.8191376140871416,0.5660714285714286,Medium
Nan,255.57,0.0,0.0,5,Clear,sky is clear,2014-01-08 12:00:00,4460,1,-17.58,12,2,0,1.2246467991473532e-16,-1.0,0.8242332376560132,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,-1.9218456364760648,0.6041315428857338,0.8242332376560132,0.6126373626373627,Medium
Nan,256.1,0.0,0.0,5,Clear,sky is clear,2014-01-08 14:00:00,4943,1,-17.05,14,2,0,-0.4999999999999997,-0.8660254037844388,0.8259425291063307,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,-1.882111747294259,0.8472171336984581,0.8259425291063307,0.6789835164835165,High
Nan,256.32,0.0,0.0,64,Clouds,broken clouds,2014-01-08 15:00:00,5469,1,-16.83,15,2,0,-0.7071067811865471,-0.7071067811865479,0.8266520463121231,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,-1.8656184348036984,1.111943884769872,0.8266520463121231,0.7512362637362637,High
Nan,256.25,0.0,0.0,64,Clouds,broken clouds,2014-01-08 16:00:00,6273,1,-16.9,16,2,0,-0.8660254037844385,-0.5000000000000004,0.8264262908375528,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,-1.870866306959786,1.5165832533276986,0.8264262908375528,0.8616758241758242,High
Nan,255.34,0.0,0.0,1,Clear,sky is clear,2014-01-08 17:00:00,5932,1,-17.81,17,2,0,-0.9659258262890683,-0.25881904510252063,0.8234914696681394,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,-1.9390886449889235,1.344963819648322,0.8234914696681394,0.8148351648351648,High
Nan,250.78,0.0,0.0,1,Clear,sky is clear,2014-01-08 18:00:00,4305,1,-22.37,18,2,0,-1.0,-1.8369701987210297e-16,0.8087851130389911,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,-2.280950031156911,0.5261227093951081,0.8087851130389911,0.5913461538461539,Medium
Nan,248.66,0.0,0.0,1,Clear,sky is clear,2014-01-08 19:00:00,2922,1,-24.49,19,2,0,-0.9659258262890684,0.2588190451025203,0.8019479472377204,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,-2.439885587884133,-0.16991739845995946,0.8019479472377204,0.4013736263736264,Medium
Nan,248.13,0.0,0.0,5,Clear,sky is clear,2014-01-08 20:00:00,2313,1,-25.02,20,2,0,-0.8660254037844386,0.5000000000000001,0.8002386557874027,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,-2.4796194770659388,-0.4764166216586117,0.8002386557874027,0.3177197802197802,Medium
Nan,248.14,0.0,0.0,1,Clear,sky is clear,2014-01-08 21:00:00,2039,1,-25.01,21,2,0,-0.7071067811865477,0.7071067811865474,0.8002709065694843,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,-2.4788697810436404,-0.6143161079581696,0.8002709065694843,0.2800824175824176,Low
Nan,248.7,0.0,0.0,1,Clear,sky is clear,2014-01-08 22:00:00,1436,1,-24.45,22,2,0,-0.5000000000000004,0.8660254037844384,0.8020769503660463,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,-2.4368868037949403,-0.9177956343765395,0.8020769503660463,0.19725274725274725,Low
Nan,248.15,0.0,0.0,1,Clear,sky is clear,2014-01-08 23:00:00,959,1,-25.0,23,2,0,-0.25881904510252157,0.9659258262890681,0.8003031573515658,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,-2.4781200850213425,-1.1578615284089815,0.8003031573515658,0.13173076923076923,Low
Nan,249.17,0.0,0.0,1,Clear,sky is clear,2014-01-09 00:00:00,544,1,-23.98,0,3,0,0.0,1.0,0.8035927371238752,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,-2.401651090746924,-1.3667238890451732,0.8035927371238752,0.07472527472527472,Low
Nan,251.5,0.0,0.0,1,Clear,sky is clear,2014-01-09 01:00:00,311,1,-21.65,1,3,0,0.25881904510252074,0.9659258262890683,0.8111071693488566,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,-2.2269719175514395,-1.4839887806794687,0.8111071693488566,0.04271978021978022,Low
Nan,253.53,0.0,0.0,64,Clouds,broken clouds,2014-01-09 03:00:00,336,1,-19.62,3,3,0,0.7071067811865476,0.7071067811865476,0.8176540781113941,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,-2.074783625024901,-1.4714067107616258,0.8176540781113941,0.046153846153846156,Low
Nan,255.35,0.0,0.0,64,Clouds,broken clouds,2014-01-09 04:00:00,749,1,-17.8,4,3,0,0.8660254037844386,0.5000000000000001,0.8235237204502208,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,-1.9383389489666254,-1.2635509157188616,0.8235237204502208,0.10288461538461538,Low
Nan,256.01,0.0,0.0,64,Clouds,broken clouds,2014-01-09 05:00:00,2622,1,-17.14,5,3,0,0.9659258262890683,0.25881904510252074,0.8256522720675976,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,-1.8888590114949433,-0.32090223747407387,0.8256522720675976,0.36016483516483516,Medium
Nan,256.82,0.0,0.0,64,Clouds,broken clouds,2014-01-09 06:00:00,5562,1,-16.33,6,3,0,1.0,6.123233995736766e-17,0.8282645854161963,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,-1.8281336336887875,1.1587491848642475,0.8282645854161963,0.764010989010989,High
Nan,256.74,0.0,0.0,64,Clouds,broken clouds,2014-01-09 07:00:00,6190,1,-16.41,7,3,0,0.9659258262890683,-0.25881904510252063,0.8280065791595445,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,-1.8341312018671732,1.4748107812004603,0.8280065791595445,0.8502747252747253,High
Nan,257.43,0.0,0.0,64,Clouds,broken clouds,2014-01-09 08:00:00,5778,1,-15.72,8,3,0,0.8660254037844387,-0.4999999999999998,0.8302318831231656,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,-1.7824021763285962,1.2674582689544098,0.8302318831231656,0.7936813186813186,High
Nan,257.88,0.0,0.0,64,Clouds,broken clouds,2014-01-09 09:00:00,4762,1,-15.27,9,3,0,0.7071067811865476,-0.7071067811865475,0.8316831683168316,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,-1.7486658553251762,0.7561229474932757,0.8316831683168316,0.6541208791208791,High
Nan,259.3,0.0,0.0,64,Clouds,broken clouds,2014-01-09 10:00:00,4243,1,-13.85,10,3,0,0.49999999999999994,-0.8660254037844387,0.8362627793723997,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,-1.6422090201588295,0.4949191759988577,0.8362627793723997,0.5828296703296704,Medium
Nan,261.29,0.0,0.0,64,Clouds,broken clouds,2014-01-09 11:00:00,4596,1,-11.86,11,3,0,0.258819045102521,-0.9659258262890682,0.8426806850066113,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,-1.4930195117214842,0.672578003238799,0.8426806850066113,0.6313186813186813,High
Nan,263.12,0.0,0.0,64,Clouds,broken clouds,2014-01-09 12:00:00,4851,1,-10.03,12,3,0,1.2246467991473532e-16,-1.0,0.8485825781275196,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,-1.3558251396409102,0.8009151164007963,0.8485825781275196,0.6663461538461538,High
Nan,264.63,0.0,0.0,64,Clouds,broken clouds,2014-01-09 13:00:00,4839,1,-8.52,13,3,0,-0.2588190451025208,-0.9659258262890683,0.8534524462218209,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,-1.2426210402738793,0.7948757228402317,0.8534524462218209,0.6646978021978022,High
Nan,265.39,0.0,0.0,64,Clouds,broken clouds,2014-01-09 14:00:00,5219,1,-7.76,14,3,0,-0.4999999999999997,-0.8660254037844388,0.8559035056600123,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,-1.1856441425792148,0.9861231855914433,0.8559035056600123,0.7168956043956044,High
Nan,266.15,0.0,0.0,64,Clouds,broken clouds,2014-01-09 15:00:00,5702,1,-7.0,15,3,0,-0.7071067811865471,-0.7071067811865479,0.8583545650982036,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,-1.1286672448845503,1.2292087764041675,0.8583545650982036,0.7832417582417582,High
Nan,265.73,0.0,0.0,40,Clouds,scattered clouds,2014-01-09 16:00:00,6421,1,-7.42,16,3,0,-0.8660254037844385,-0.5000000000000004,0.857000032250782,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,-1.1601544778210755,1.5910691072413283,0.857000032250782,0.8820054945054945,High
Nan,266.47,0.0,0.0,64,Clouds,broken clouds,2014-01-09 16:00:00,6421,1,-6.68,16,3,0,-0.8660254037844385,-0.5000000000000004,0.8593865901248104,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,-1.1046769721710072,1.5910691072413283,0.8593865901248104,0.8820054945054945,High
Nan,265.42,0.0,0.0,75,Clouds,broken clouds,2014-01-09 17:00:00,6038,1,-7.73,17,3,0,-0.9659258262890683,-0.25881904510252063,0.8560002580062566,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,-1.1833950545123202,1.3983117960999756,0.8560002580062566,0.8293956043956044,High
Nan,264.67,0.0,0.0,64,Clouds,broken clouds,2014-01-09 19:00:00,3287,1,-8.48,19,3,0,-0.9659258262890684,0.2588190451025203,0.8535814493501467,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,-1.2396222561846864,0.013780822340546431,0.8535814493501467,0.451510989010989,Medium
Nan,264.52,0.0,0.0,64,Clouds,broken clouds,2014-01-09 20:00:00,2728,1,-8.63,20,3,0,-0.8660254037844386,0.5000000000000001,0.8530976876189247,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,-1.2508676965191599,-0.2675542610224201,0.8530976876189247,0.3747252747252747,Medium
Nan,264.64,0.0,0.0,64,Clouds,broken clouds,2014-01-09 21:00:00,2440,1,-8.51,21,3,0,-0.7071067811865477,0.7071067811865474,0.8534846970039023,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,-1.2418713442515812,-0.41249970647596995,0.8534846970039023,0.33516483516483514,Medium
Nan,264.55,0.0,0.0,64,Mist,mist,2014-01-09 22:00:00,1654,1,-8.6,22,3,0,-0.5000000000000004,0.8660254037844384,0.8531944399651691,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,-1.2486186084522652,-0.8080799846929497,0.8531944399651691,0.2271978021978022,Low
Nan,264.44,0.0,0.0,64,Mist,mist,2014-01-09 23:00:00,1053,1,-8.71,23,3,0,-0.25881904510252157,0.9659258262890681,0.8528396813622731,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,-1.2568652646975458,-1.1105529455178922,0.8528396813622731,0.14464285714285716,Low
Nan,264.68,0.0,0.0,64,Haze,haze,2014-01-10 00:00:00,568,1,-8.47,0,4,0,0.0,1.0,0.853613700132228,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,-1.2388725601623884,-1.354645101924044,0.853613700132228,0.07802197802197802,Low
Nan,264.68,0.0,0.0,64,Mist,mist,2014-01-10 00:00:00,568,1,-8.47,0,4,0,0.0,1.0,0.853613700132228,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,-1.2388725601623884,-1.354645101924044,0.853613700132228,0.07802197802197802,Low
Nan,264.38,0.0,0.0,64,Mist,mist,2014-01-10 01:00:00,406,1,-8.77,1,4,0,0.25881904510252074,0.9659258262890683,0.8526461766697843,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,-1.2613634408313348,-1.4361769149916657,0.8526461766697843,0.05576923076923077,Low
Nan,265.03,0.0,0.0,64,Mist,mist,2014-01-10 02:00:00,287,1,-8.12,2,4,0,0.49999999999999994,0.8660254037844387,0.8547424775050795,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,-1.2126331993819506,-1.4960675678005977,0.8547424775050795,0.03942307692307692,Low
Nan,265.58,0.0,0.0,64,Mist,mist,2014-01-10 03:00:00,372,1,-7.57,3,4,0,0.7071067811865476,0.7071067811865476,0.85651627051956,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,-1.1713999181555488,-1.453288530079932,0.85651627051956,0.0510989010989011,Low
Nan,266.02,0.0,0.0,64,Mist,mist,2014-01-10 04:00:00,699,1,-7.13,4,4,0,0.8660254037844386,0.5000000000000001,0.8579353049311446,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,-1.1384132931744273,-1.2887150555545472,0.8579353049311446,0.09601648351648352,Low
Nan,266.4,0.0,0.0,64,Mist,mist,2014-01-10 05:00:00,2488,1,-6.75,5,4,0,0.9659258262890683,0.25881904510252074,0.8591608346502402,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,-1.1099248443270948,-0.38834213223371167,0.8591608346502402,0.34175824175824177,Medium
Nan,266.4,0.0,0.0,64,Snow,light snow,2014-01-10 05:00:00,2488,1,-6.75,5,4,0,0.9659258262890683,0.25881904510252074,0.8591608346502402,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,-1.1099248443270948,-0.38834213223371167,0.8591608346502402,0.34175824175824177,Medium
Nan,266.81,0.0,0.0,64,Mist,mist,2014-01-10 06:00:00,5266,1,-6.34,6,4,0,1.0,6.123233995736766e-17,0.8604831167155804,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,-1.079187307412868,1.0097774770369878,0.8604831167155804,0.7233516483516483,High
Nan,267.24,0.0,0.0,64,Mist,mist,2014-01-10 07:00:00,5361,1,-5.91,7,4,0,0.9659258262890683,-0.25881904510252063,0.8618699003450833,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,-1.0469503784540446,1.0575893427247909,0.8618699003450833,0.736401098901099,High
Nan,267.43,0.0,0.0,64,Mist,mist,2014-01-10 08:00:00,5265,1,-5.72,8,4,0,0.8660254037844387,-0.4999999999999998,0.862482665204631,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,-1.0327061540303786,1.009274194240274,0.862482665204631,0.7232142857142857,High
Nan,267.96,0.0,0.0,64,Mist,mist,2014-01-10 09:00:00,5052,1,-5.19,9,4,0,0.7071067811865476,-0.7071067811865475,0.8641919566549489,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,-0.9929722648485728,0.902074958540253,0.8641919566549489,0.6939560439560439,High
Nan,268.5,0.0,0.0,64,Mist,mist,2014-01-10 10:00:00,4211,1,-4.65,10,4,0,0.49999999999999994,-0.8660254037844387,0.865933498887348,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,-0.9524886796444691,0.47881412650401883,0.865933498887348,0.578434065934066,Medium
