holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume,month,temp_c
Nan,266.83,0.0,0.0,1,Clear,sky is clear,2013-01-17 19:00:00,3243,1,-6.32
Nan,265.75,0.0,0.0,1,Clear,sky is clear,2013-01-17 20:00:00,2761,1,-7.4
Nan,264.32,0.0,0.0,1,Clear,sky is clear,2013-01-17 21:00:00,2646,1,-8.83
Nan,263.51,0.0,0.0,1,Clear,sky is clear,2013-01-17 22:00:00,1787,1,-9.64
Nan,262.34,0.0,0.0,1,Clear,sky is clear,2013-01-17 23:00:00,1147,1,-10.81
Nan,261.36,0.0,0.0,1,Clear,sky is clear,2013-01-18 00:00:00,602,1,-11.79
Nan,260.74,0.0,0.0,20,Clouds,few clouds,2013-01-18 01:00:00,355,1,-12.41
Nan,260.58,0.0,0.0,75,Clouds,broken clouds,2013-01-18 02:00:00,301,1,-12.57
Nan,260.32,0.0,0.0,90,Clouds,overcast clouds,2013-01-18 03:00:00,345,1,-12.83
Nan,260.0,0.0,0.0,75,Clouds,broken clouds,2013-01-18 04:00:00,712,1,-13.15
Nan,259.77,0.0,0.0,75,Clouds,broken clouds,2013-01-18 05:00:00,2316,1,-13.38
Nan,258.94,0.0,0.0,75,Clouds,broken clouds,2013-01-18 06:00:00,5157,1,-14.21
Nan,258.52,0.0,0.0,20,Clouds,few clouds,2013-01-18 07:00:00,6439,1,-14.63
Nan,258.78,0.0,0.0,20,Clouds,few clouds,2013-01-18 08:00:00,5727,1,-14.37
Nan,259.76,0.0,0.0,90,Snow,heavy snow,2013-01-18 09:00:00,5023,1,-13.39
Nan,260.17,0.0,0.0,90,Snow,heavy snow,2013-01-18 10:00:00,4367,1,-12.98
Nan,261.02,0.0,0.0,90,Snow,heavy snow,2013-01-18 11:00:00,4813,1,-12.13
Nan,261.02,0.0,0.0,90,Haze,haze,2013-01-18 11:00:00,4813,1,-12.13
Nan,264.55,0.0,0.0,20,Clouds,few clouds,2013-01-18 13:00:00,5398,1,-8.6
Nan,265.22,0.0,0.0,20,Clouds,few clouds,2013-01-18 14:00:00,5474,1,-7.93
Nan,265.34,0.0,0.0,1,Clear,sky is clear,2013-01-18 15:00:00,5953,1,-7.81
Nan,265.31,0.0,0.0,1,Clear,sky is clear,2013-01-18 16:00:00,6514,1,-7.84
Nan,264.4,0.0,0.0,20,Clouds,few clouds,2013-01-18 17:00:00,5927,1,-8.75
Nan,263.1,0.0,0.0,20,Clouds,few clouds,2013-01-18 18:00:00,4792,1,-10.05
Nan,263.15,0.0,0.0,40,Clouds,scattered clouds,2013-01-18 19:00:00,3503,1,-10.0
Nan,263.21,0.0,0.0,90,Clouds,overcast clouds,2013-01-18 20:00:00,2799,1,-9.94
Nan,264.02,0.0,0.0,90,Clouds,overcast clouds,2013-01-18 21:00:00,2669,1,-9.13
Nan,264.01,0.0,0.0,90,Clouds,overcast clouds,2013-01-18 22:00:00,2311,1,-9.14
Nan,264.4,0.0,0.0,90,Clouds,overcast clouds,2013-01-18 23:00:00,1659,1,-8.75
Nan,264.61,0.0,0.0,90,Snow,heavy snow,2013-01-19 00:00:00,1021,1,-8.54
Nan,264.75,0.0,0.0,90,Snow,heavy snow,2013-01-19 01:00:00,696,1,-8.4
Nan,264.86,0.0,0.0,90,Snow,heavy snow,2013-01-19 02:00:00,535,1,-8.29
Nan,264.86,0.0,0.0,90,Mist,mist,2013-01-19 02:00:00,535,1,-8.29
Nan,265.37,0.0,0.0,90,Snow,heavy snow,2013-01-19 03:00:00,353,1,-7.78
Nan,265.78,0.0,0.0,90,Clouds,overcast clouds,2013-01-19 04:00:00,361,1,-7.37
Nan,266.24,0.0,0.0,90,Clouds,overcast clouds,2013-01-19 05:00:00,687,1,-6.91
Nan,267.11,0.0,0.0,90,Clouds,overcast clouds,2013-01-19 06:00:00,1111,1,-6.04
Nan,267.98,0.0,0.0,90,Clouds,overcast clouds,2013-01-19 07:00:00,1702,1,-5.17
Nan,269.02,0.0,0.0,90,Clouds,overcast clouds,2013-01-19 08:00:00,2595,1,-4.13
Nan,271.02,0.0,0.0,75,Clouds,broken clouds,2013-01-19 09:00:00,3346,1,-2.13
Nan,272.74,0.0,0.0,75,Clouds,broken clouds,2013-01-19 10:00:00,3550,1,-0.41
Nan,275.16,0.0,0.0,40,Clouds,scattered clouds,2013-01-19 11:00:00,4096,1,2.01
Nan,276.72,0.0,0.0,40,Clouds,scattered clouds,2013-01-19 12:00:00,4803,1,3.57
Nan,277.1,0.0,0.0,75,Clouds,broken clouds,2013-01-19 13:00:00,4906,1,3.95
Nan,277.28,0.0,0.0,75,Clouds,broken clouds,2013-01-19 14:00:00,4973,1,4.13
Nan,276.74,0.0,0.0,75,Clouds,broken clouds,2013-01-19 15:00:00,4791,1,3.59
Nan,276.08,0.0,0.0,75,Clouds,broken clouds,2013-01-19 16:00:00,4837,1,2.93
Nan,275.27,0.0,0.0,40,Clouds,scattered clouds,2013-01-19 17:00:00,4825,1,2.12
Nan,274.02,0.0,0.0,20,Clouds,few clouds,2013-01-19 18:00:00,4530,1,0.87
Nan,273.53,0.0,0.0,20,Clouds,few clouds,2013-01-19 19:00:00,3076,1,0.38
Nan,273.0,0.0,0.0,20,Clouds,few clouds,2013-01-19 20:00:00,2532,1,-0.15
Nan,271.8,0.0,0.0,40,Clouds,scattered clouds,2013-01-19 22:00:00,3096,1,-1.35
Nan,271.42,0.0,0.0,40,Clouds,scattered clouds,2013-01-19 23:00:00,3125,1,-1.73
Nan,270.86,0.0,0.0,90,Clouds,overcast clouds,2013-01-20 01:00:00,784,1,-2.29
Nan,270.53,0.0,0.0,90,Clouds,overcast clouds,2013-01-20 02:00:00,577,1,-2.62
Nan,271.27,0.0,0.0,90,Clouds,overcast clouds,2013-01-20 04:00:00,246,1,-1.88
Nan,271.35,0.0,0.0,90,Clouds,overcast clouds,2013-01-20 05:00:00,419,1,-1.8
Nan,270.47,0.0,0.0,75,Mist,mist,2013-01-20 07:00:00,946,1,-2.68
Nan,270.65,0.0,0.0,90,Mist,mist,2013-01-20 08:00:00,1513,1,-2.5
Nan,272.92,0.0,0.0,90,Mist,mist,2013-01-20 09:00:00,2132,1,-0.23
Nan,274.57,0.0,0.0,75,Clouds,broken clouds,2013-01-20 10:00:00,2796,1,1.42
Nan,269.27,0.0,0.0,86,Clouds,overcast clouds,2013-01-20 12:00:00,3632,1,-3.88
Nan,270.92,0.0,0.0,58,Clouds,broken clouds,2013-01-20 13:00:00,4028,1,-2.23
Nan,270.92,0.0,0.0,58,Clouds,broken clouds,2013-01-20 14:00:00,3795,1,-2.23
Nan,266.49,0.0,0.0,40,Haze,haze,2013-01-20 16:00:00,3695,1,-6.66
Nan,263.98,0.0,0.0,75,Snow,heavy snow,2013-01-20 17:00:00,3455,1,-9.17
Nan,260.61,0.0,0.0,75,Clouds,broken clouds,2013-01-20 18:00:00,3075,1,-12.54
Nan,258.95,0.0,0.0,40,Clouds,scattered clouds,2013-01-20 20:00:00,2073,1,-14.2
Nan,257.81,0.0,0.0,90,Clouds,overcast clouds,2013-01-20 21:00:00,3219,1,-15.34
Nan,257.21,0.0,0.0,90,Clouds,overcast clouds,2013-01-20 22:00:00,2215,1,-15.94
Nan,256.54,0.0,0.0,20,Clouds,few clouds,2013-01-20 23:00:00,1031,1,-16.61
Nan,255.63,0.0,0.0,20,Clouds,few clouds,2013-01-21 01:00:00,331,1,-17.52
Nan,255.49,0.0,0.0,40,Clouds,scattered clouds,2013-01-21 02:00:00,270,1,-17.66
Nan,255.33,0.0,0.0,40,Clouds,scattered clouds,2013-01-21 03:00:00,310,1,-17.82
Nan,255.2,0.0,0.0,75,Clouds,broken clouds,2013-01-21 04:00:00,667,1,-17.95
Nan,254.69,0.0,0.0,75,Clouds,broken clouds,2013-01-21 05:00:00,1978,1,-18.46
Nan,254.69,0.0,0.0,75,Clouds,broken clouds,2013-01-21 06:00:00,4018,1,-18.46
Nan,254.7,0.0,0.0,90,Clouds,overcast clouds,2013-01-21 07:00:00,4397,1,-18.45
Nan,254.7,0.0,0.0,90,Clouds,overcast clouds,2013-01-21 08:00:00,3731,1,-18.45
Nan,256.15,0.0,0.0,75,Clouds,broken clouds,2013-01-21 10:00:00,3339,1,-17.0
Nan,256.92,0.0,0.0,90,Clouds,overcast clouds,2013-01-21 11:00:00,3551,1,-16.23
Nan,259.07,0.0,0.0,90,Clouds,overcast clouds,2013-01-21 13:00:00,4048,1,-14.08
Nan,259.26,0.0,0.0,75,Clouds,broken clouds,2013-01-21 14:00:00,4252,1,-13.89
Nan,259.27,0.0,0.0,90,Clouds,overcast clouds,2013-01-21 15:00:00,4483,1,-13.88
Nan,259.04,0.0,0.0,90,Clouds,overcast clouds,2013-01-21 16:00:00,4561,1,-14.11
Nan,258.69,0.0,0.0,90,Snow,heavy snow,2013-01-21 17:00:00,4420,1,-14.46
Nan,258.69,0.0,0.0,90,Haze,haze,2013-01-21 17:00:00,4420,1,-14.46
Nan,257.66,0.0,0.0,90,Snow,heavy snow,2013-01-21 19:00:00,2545,1,-15.49
Nan,256.44,0.0,0.0,20,Clouds,few clouds,2013-01-21 20:00:00,2058,1,-16.71
Nan,255.58,0.0,0.0,20,Clouds,few clouds,2013-01-21 21:00:00,1790,1,-17.57
Nan,254.83,0.0,0.0,20,Clouds,few clouds,2013-01-21 22:00:00,1303,1,-18.32
Nan,253.51,0.0,0.0,1,Clear,sky is clear,2013-01-21 23:00:00,859,1,-19.64
Nan,250.63,0.0,0.0,42,Clouds,scattered clouds,2013-01-22 01:00:00,275,1,-22.52
Nan,250.63,0.0,0.0,42,Clouds,scattered clouds,2013-01-22 02:00:00,185,1,-22.52
Nan,248.14,0.0,0.0,25,Clouds,few clouds,2013-01-22 04:00:00,719,1,-25.01
Nan,248.14,0.0,0.0,25,Clouds,scattered clouds,2013-01-22 04:00:00,719,1,-25.01
Nan,248.14,0.0,0.0,25,Clouds,few clouds,2013-01-22 05:00:00,2424,1,-25.01
Nan,248.14,0.0,0.0,25,Clouds,scattered clouds,2013-01-22 05:00:00,2424,1,-25.01
Nan,249.46,0.0,0.0,40,Clouds,scattered clouds,2013-01-22 07:00:00,6256,1,-23.69
Nan,249.33,0.0,0.0,75,Clouds,broken clouds,2013-01-22 08:00:00,5693,1,-23.82
Nan,250.44,0.0,0.0,40,Haze,haze,2013-01-22 10:00:00,4031,1,-22.71
Nan,250.69,0.0,0.0,40,Haze,haze,2013-01-22 11:00:00,4176,1,-22.46
Nan,251.56,0.0,0.0,40,Haze,haze,2013-01-22 12:00:00,4551,1,-21.59
Nan,252.22,0.0,0.0,75,Clouds,broken clouds,2013-01-22 13:00:00,4747,1,-20.93
Nan,252.94,0.0,0.0,20,Clouds,few clouds,2013-01-22 15:00:00,5459,1,-20.21
Nan,252.81,0.0,0.0,40,Clouds,scattered clouds,2013-01-22 16:00:00,6331,1,-20.34
Nan,252.18,0.0,0.0,20,Clouds,few clouds,2013-01-22 17:00:00,6111,1,-20.97
Nan,251.69,0.0,0.0,20,Clouds,few clouds,2013-01-22 19:00:00,2774,1,-21.46
Nan,251.58,0.0,0.0,1,Clear,sky is clear,2013-01-22 20:00:00,2593,1,-21.57
Nan,251.45,0.0,0.0,1,Clear,sky is clear,2013-01-22 21:00:00,3209,1,-21.7
Nan,251.33,0.0,0.0,1,Clear,sky is clear,2013-01-22 22:00:00,2538,1,-21.82
Nan,247.16,0.0,0.0,11,Clouds,few clouds,2013-01-23 01:00:00,346,1,-25.99
Nan,247.16,0.0,0.0,11,Clouds,few clouds,2013-01-23 02:00:00,248,1,-25.99
Nan,246.47,0.0,0.0,13,Clouds,few clouds,2013-01-23 03:00:00,312,1,-26.68
Nan,246.47,0.0,0.0,13,Clouds,few clouds,2013-01-23 04:00:00,737,1,-26.68
Nan,246.47,0.0,0.0,13,Clouds,few clouds,2013-01-23 05:00:00,2486,1,-26.68
Nan,248.75,0.0,0.0,1,Clear,sky is clear,2013-01-23 06:00:00,5307,1,-24.4
Nan,248.48,0.0,0.0,1,Clear,sky is clear,2013-01-23 07:00:00,6391,1,-24.67
Nan,248.48,0.0,0.0,20,Clouds,few clouds,2013-01-23 08:00:00,6106,1,-24.67
Nan,249.91,0.0,0.0,20,Clouds,few clouds,2013-01-23 09:00:00,5394,1,-23.24
Nan,250.79,0.0,0.0,20,Clouds,few clouds,2013-01-23 10:00:00,4303,1,-22.36
Nan,251.67,0.0,0.0,40,Clouds,scattered clouds,2013-01-23 11:00:00,4481,1,-21.48
Nan,253.57,0.0,0.0,75,Clouds,broken clouds,2013-01-23 12:00:00,4779,1,-19.58
Nan,254.2,0.0,0.0,75,Clouds,broken clouds,2013-01-23 13:00:00,4682,1,-18.95
Nan,255.04,0.0,0.0,75,Clouds,broken clouds,2013-01-23 14:00:00,5212,1,-18.11
Nan,255.63,0.0,0.0,75,Clouds,broken clouds,2013-01-23 15:00:00,5633,1,-17.52
Nan,255.46,0.0,0.0,90,Clouds,overcast clouds,2013-01-23 16:00:00,6606,1,-17.69
Nan,255.58,0.0,0.0,90,Clouds,overcast clouds,2013-01-23 17:00:00,6303,1,-17.57
Nan,255.5,0.0,0.0,90,Clouds,overcast clouds,2013-01-23 18:00:00,4584,1,-17.65
Nan,255.85,0.0,0.0,90,Clouds,overcast clouds,2013-01-23 19:00:00,3062,1,-17.3
Nan,255.99,0.0,0.0,90,Clouds,overcast clouds,2013-01-23 20:00:00,2727,1,-17.16
Nan,256.96,0.0,0.0,90,Clouds,overcast clouds,2013-01-23 22:00:00,2484,1,-16.19
Nan,257.41,0.0,0.0,90,Clouds,overcast clouds,2013-01-23 23:00:00,1150,1,-15.74
Nan,258.44,0.0,0.0,90,Clouds,overcast clouds,2013-01-24 01:00:00,289,1,-14.71
Nan,258.7,0.0,0.0,90,Clouds,overcast clouds,2013-01-24 02:00:00,254,1,-14.45
Nan,259.3,0.0,0.0,90,Snow,heavy snow,2013-01-24 04:00:00,746,1,-13.85
Nan,259.3,0.0,0.0,90,Haze,haze,2013-01-24 04:00:00,746,1,-13.85
Nan,259.46,0.0,0.0,90,Snow,heavy snow,2013-01-24 05:00:00,2449,1,-13.69
Nan,259.46,0.0,0.0,90,Mist,mist,2013-01-24 05:00:00,2449,1,-13.69
Nan,259.98,0.0,0.0,90,Snow,heavy snow,2013-01-24 07:00:00,6870,1,-13.17
Nan,259.98,0.0,0.0,90,Mist,mist,2013-01-24 07:00:00,6870,1,-13.17
Nan,260.08,0.0,0.0,90,Snow,heavy snow,2013-01-24 08:00:00,6256,1,-13.07
Nan,260.08,0.0,0.0,90,Haze,haze,2013-01-24 08:00:00,6256,1,-13.07
Nan,260.08,0.0,0.0,90,Mist,mist,2013-01-24 08:00:00,6256,1,-13.07
Nan,261.76,0.0,0.0,90,Snow,heavy snow,2013-01-24 10:00:00,4286,1,-11.39
Nan,263.3,0.0,0.0,40,Snow,heavy snow,2013-01-24 11:00:00,4438,1,-9.85
Nan,263.35,0.0,0.0,75,Clouds,broken clouds,2013-01-24 13:00:00,4731,1,-9.8
Nan,262.26,0.0,0.0,75,Clouds,broken clouds,2013-01-24 14:00:00,5258,1,-10.89
Nan,259.62,0.0,0.0,40,Clouds,scattered clouds,2013-01-24 16:00:00,6661,1,-13.53
Nan,257.89,0.0,0.0,40,Clouds,scattered clouds,2013-01-24 17:00:00,5891,1,-15.26
Nan,255.77,0.0,0.0,1,Clear,sky is clear,2013-01-24 19:00:00,3156,1,-17.38
Nan,254.96,0.0,0.0,1,Clear,sky is clear,2013-01-24 20:00:00,2843,1,-18.19
Nan,253.97,0.0,0.0,1,Clear,sky is clear,2013-01-24 21:00:00,2521,1,-19.18
Nan,253.46,0.0,0.0,1,Clear,sky is clear,2013-01-24 22:00:00,1887,1,-19.69
Nan,252.83,0.0,0.0,1,Clear,sky is clear,2013-01-24 23:00:00,1172,1,-20.32
Nan,252.07,0.0,0.0,1,Clear,sky is clear,2013-01-25 00:00:00,590,1,-21.08
Nan,251.56,0.0,0.0,20,Clouds,few clouds,2013-01-25 01:00:00,376,1,-21.59
Nan,251.56,0.0,0.0,90,Clouds,overcast clouds,2013-01-25 02:00:00,283,1,-21.59
Nan,251.45,0.0,0.0,90,Clouds,overcast clouds,2013-01-25 04:00:00,683,1,-21.7
Nan,251.32,0.0,0.0,90,Clouds,overcast clouds,2013-01-25 05:00:00,2384,1,-21.83
Nan,251.56,0.0,0.0,90,Clouds,overcast clouds,2013-01-25 06:00:00,5269,1,-21.59
Nan,251.8,0.0,0.0,90,Clouds,overcast clouds,2013-01-25 07:00:00,6593,1,-21.35
Nan,252.44,0.0,0.0,90,Clouds,overcast clouds,2013-01-25 08:00:00,5829,1,-20.71
Nan,254.65,0.0,0.0,90,Clouds,overcast clouds,2013-01-25 10:00:00,4463,1,-18.5
Nan,255.65,0.0,0.0,90,Clouds,overcast clouds,2013-01-25 11:00:00,4911,1,-17.5
Nan,257.86,0.0,0.0,90,Clouds,overcast clouds,2013-01-25 13:00:00,5206,1,-15.29
Nan,258.52,0.0,0.0,90,Clouds,overcast clouds,2013-01-25 14:00:00,5546,1,-14.63
Nan,259.97,0.0,0.0,90,Clouds,overcast clouds,2013-01-25 16:00:00,6456,1,-13.18
Nan,260.22,0.0,0.0,75,Clouds,broken clouds,2013-01-25 17:00:00,6142,1,-12.93
Nan,260.46,0.0,0.0,90,Clouds,overcast clouds,2013-01-25 19:00:00,3633,1,-12.69
Nan,260.64,0.0,0.0,90,Clouds,overcast clouds,2013-01-25 20:00:00,3033,1,-12.51
Nan,261.56,0.0,0.0,90,Clouds,overcast clouds,2013-01-25 22:00:00,2439,1,-11.59
Nan,262.18,0.0,0.0,90,Clouds,overcast clouds,2013-01-25 23:00:00,1690,1,-10.97
Nan,262.69,0.0,0.0,90,Snow,heavy snow,2013-01-26 01:00:00,669,1,-10.46
Nan,262.98,0.0,0.0,90,Mist,mist,2013-01-26 02:00:00,584,1,-10.17
Nan,263.79,0.0,0.0,90,Clouds,overcast clouds,2013-01-26 04:00:00,385,1,-9.36
Nan,264.15,0.0,0.0,90,Clouds,overcast clouds,2013-01-26 05:00:00,658,1,-9.0
Nan,264.79,0.0,0.0,90,Snow,heavy snow,2013-01-26 07:00:00,2052,1,-8.36
Nan,264.85,0.0,0.0,90,Snow,heavy snow,2013-01-26 08:00:00,2755,1,-8.3
Nan,265.05,0.0,0.0,75,Snow,heavy snow,2013-01-26 10:00:00,3991,1,-8.1
Nan,264.25,0.0,0.0,40,Clouds,scattered clouds,2013-01-26 12:00:00,4947,1,-8.9
Nan,257.14,0.0,0.0,1,Clear,sky is clear,2013-01-27 01:00:00,937,1,-16.01
Nan,256.96,0.0,0.0,40,Clouds,scattered clouds,2013-01-27 02:00:00,686,1,-16.19
Nan,256.12,0.0,0.0,20,Clouds,few clouds,2013-01-27 05:00:00,462,1,-17.03
Nan,255.95,0.0,0.0,40,Clouds,scattered clouds,2013-01-27 07:00:00,1153,1,-17.2
Nan,256.34,0.0,0.0,75,Clouds,broken clouds,2013-01-27 08:00:00,1839,1,-16.81
Nan,260.21,0.0,0.0,75,Clouds,broken clouds,2013-01-27 10:00:00,3245,1,-12.94
Nan,262.2,0.0,0.0,90,Clouds,overcast clouds,2013-01-27 11:00:00,3616,1,-10.95
Nan,265.54,0.0,0.0,75,Clouds,broken clouds,2013-01-27 13:00:00,3813,1,-7.61
Nan,266.54,0.0,0.0,75,Clouds,broken clouds,2013-01-27 14:00:00,3124,1,-6.61
Nan,267.41,0.0,0.0,90,Clouds,overcast clouds,2013-01-27 16:00:00,2529,1,-5.74
Nan,267.41,0.0,0.0,90,Clouds,overcast clouds,2013-01-27 17:00:00,2347,1,-5.74
Nan,267.71,0.0,0.0,90,Clouds,overcast clouds,2013-01-27 19:00:00,1596,1,-5.44
Nan,267.98,0.0,0.0,90,Clouds,overcast clouds,2013-01-27 20:00:00,1408,1,-5.17
Nan,268.25,0.0,0.0,90,Clouds,overcast clouds,2013-01-27 22:00:00,1030,1,-4.9
Nan,268.26,0.0,0.0,90,Clouds,overcast clouds,2013-01-27 23:00:00,692,1,-4.89
Nan,268.32,0.0,0.0,75,Clouds,broken clouds,2013-01-28 00:00:00,383,1,-4.83
Nan,268.49,0.0,0.0,90,Clouds,overcast clouds,2013-01-28 01:00:00,273,1,-4.66
Nan,268.6,0.0,0.0,40,Clouds,scattered clouds,2013-01-28 02:00:00,261,1,-4.55
Nan,268.53,0.0,0.0,20,Clouds,few clouds,2013-01-28 03:00:00,334,1,-4.62
Nan,269.6,0.0,0.0,90,Clouds,overcast clouds,2013-01-28 05:00:00,2474,1,-3.55
Nan,269.94,0.0,0.0,90,Clouds,overcast clouds,2013-01-28 06:00:00,5198,1,-3.21
Nan,271.13,0.0,0.0,90,Clouds,overcast clouds,2013-01-28 08:00:00,5565,1,-2.02
Nan,272.07,0.0,0.0,90,Clouds,overcast clouds,2013-01-28 09:00:00,4410,1,-1.08
Nan,273.13,0.0,0.0,90,Clouds,overcast clouds,2013-01-28 11:00:00,4033,1,-0.02
Nan,273.37,0.0,0.0,90,Rain,light rain,2013-01-28 12:00:00,4368,1,0.22
Nan,272.85,0.0,0.0,90,Mist,mist,2013-01-28 14:00:00,4799,1,-0.3
Nan,272.85,0.0,0.0,90,Snow,heavy snow,2013-01-28 14:00:00,4799,1,-0.3
Nan,272.85,0.0,0.0,90,Snow,snow,2013-01-28 14:00:00,4799,1,-0.3
Nan,272.71,0.0,0.0,90,Snow,heavy snow,2013-01-28 17:00:00,5708,1,-0.44
Nan,272.71,0.0,0.0,90,Mist,mist,2013-01-28 17:00:00,5708,1,-0.44
Nan,272.55,0.0,0.0,90,Snow,heavy snow,2013-01-28 20:00:00,2460,1,-0.6
Nan,272.55,0.0,0.0,90,Mist,mist,2013-01-28 20:00:00,2460,1,-0.6
Nan,272.55,0.0,0.0,90,Rain,light rain,2013-01-28 20:00:00,2460,1,-0.6
Nan,272.37,0.0,0.0,91,Clouds,overcast clouds,2013-01-29 00:00:00,434,1,-0.78
Nan,273.05,0.0,0.0,90,Mist,mist,2013-01-30 01:00:00,370,1,-0.1
Nan,273.15,0.0,0.0,90,Mist,mist,2013-01-30 02:00:00,243,1,0.0
Nan,272.59,0.0,0.0,98,Clouds,overcast clouds,2013-01-30 03:00:00,340,1,-0.56
Nan,272.94,0.0,0.0,90,Mist,mist,2013-01-30 05:00:00,2608,1,-0.21
Nan,272.94,0.0,0.0,90,Snow,heavy snow,2013-01-30 05:00:00,2608,1,-0.21
Nan,272.94,0.0,0.0,90,Mist,mist,2013-01-30 06:00:00,5646,1,-0.21
Nan,272.94,0.0,0.0,90,Mist,mist,2013-01-30 07:00:00,6945,1,-0.21
Nan,273.04,0.0,0.0,90,Mist,mist,2013-01-30 08:00:00,6060,1,-0.11
Nan,273.56,0.0,0.0,90,Mist,mist,2013-01-30 09:00:00,5100,1,0.41
Nan,273.82,0.0,0.0,90,Clouds,overcast clouds,2013-01-30 10:00:00,4389,1,0.67
Nan,274.12,0.0,0.0,90,Clouds,overcast clouds,2013-01-30 11:00:00,4462,1,0.97
Nan,274.48,0.0,0.0,90,Clouds,overcast clouds,2013-01-30 12:00:00,4739,1,1.33
Nan,274.8,0.0,0.0,90,Clouds,overcast clouds,2013-01-30 13:00:00,4683,1,1.65
Nan,274.74,0.0,0.0,90,Clouds,overcast clouds,2013-01-30 14:00:00,5061,1,1.59
Nan,274.69,0.0,0.0,90,Clouds,overcast clouds,2013-01-30 15:00:00,5693,1,1.54
Nan,273.98,0.0,0.0,90,Clouds,overcast clouds,2013-01-30 16:00:00,6617,1,0.83
Nan,273.58,0.0,0.0,90,Clouds,overcast clouds,2013-01-30 17:00:00,6139,1,0.43
Nan,273.02,0.0,0.0,90,Clouds,overcast clouds,2013-01-30 18:00:00,4679,1,-0.13
Nan,272.24,0.0,0.0,90,Clouds,overcast clouds,2013-01-30 19:00:00,3121,1,-0.91
Nan,271.42,0.0,0.0,90,Clouds,overcast clouds,2013-01-30 20:00:00,2686,1,-1.73
Nan,271.22,0.0,0.0,90,Clouds,overcast clouds,2013-01-30 21:00:00,2734,1,-1.93
Nan,271.12,0.0,0.0,90,Clouds,overcast clouds,2013-01-30 22:00:00,3839,1,-2.03
Nan,270.76,0.0,0.0,90,Clouds,overcast clouds,2013-01-30 23:00:00,1242,1,-2.39
Nan,270.15,0.0,0.0,90,Clouds,overcast clouds,2013-01-31 00:00:00,605,1,-3.0
Nan,269.49,0.0,0.0,90,Clouds,overcast clouds,2013-01-31 01:00:00,389,1,-3.66
Nan,268.82,0.0,0.0,90,Clouds,overcast clouds,2013-01-31 02:00:00,261,1,-4.33
Nan,268.49,0.0,0.0,40,Snow,heavy snow,2013-01-31 03:00:00,337,1,-4.66
Nan,268.58,0.0,0.0,20,Clouds,few clouds,2013-01-31 04:00:00,747,1,-4.57
Nan,268.66,0.0,0.0,75,Clouds,broken clouds,2013-01-31 05:00:00,2533,1,-4.49
Nan,267.15,0.0,0.0,90,Clouds,overcast clouds,2013-01-31 06:00:00,5348,1,-6.0
Nan,260.0,0.0,0.0,100,Clouds,overcast clouds,2013-01-31 08:00:00,5330,1,-13.15
Nan,260.59,0.0,0.0,100,Clouds,overcast clouds,2013-01-31 09:00:00,5410,1,-12.56
Nan,260.59,0.0,0.0,100,Clouds,overcast clouds,2013-01-31 10:00:00,4403,1,-12.56
Nan,260.59,0.0,0.0,100,Clouds,overcast clouds,2013-01-31 11:00:00,4543,1,-12.56
Nan,261.53,0.0,0.0,100,Clouds,overcast clouds,2013-01-31 13:00:00,4962,1,-11.62
Nan,261.53,0.0,0.0,100,Clouds,overcast clouds,2013-01-31 14:00:00,5303,1,-11.62
Nan,258.75,0.0,0.0,99,Clouds,overcast clouds,2013-01-31 15:00:00,5679,1,-14.4
Nan,258.75,0.0,0.0,99,Clouds,overcast clouds,2013-01-31 16:00:00,6485,1,-14.4
Nan,258.75,0.0,0.0,99,Clouds,overcast clouds,2013-01-31 17:00:00,6312,1,-14.4
Nan,254.84,0.0,0.0,98,Clouds,overcast clouds,2013-01-31 18:00:00,4334,1,-18.31
Nan,254.84,0.0,0.0,98,Clouds,overcast clouds,2013-01-31 19:00:00,3059,1,-18.31
Nan,254.84,0.0,0.0,98,Clouds,overcast clouds,2013-01-31 20:00:00,2787,1,-18.31
Nan,253.77,0.0,0.0,99,Clouds,overcast clouds,2013-01-31 21:00:00,2545,1,-19.38
Nan,253.77,0.0,0.0,99,Clouds,overcast clouds,2013-01-31 22:00:00,2040,1,-19.38
Nan,253.77,0.0,0.0,99,Clouds,overcast clouds,2013-01-31 23:00:00,1130,1,-19.38
Nan,252.77,0.0,0.0,100,Clouds,overcast clouds,2013-02-01 00:00:00,627,2,-20.38
Nan,252.77,0.0,0.0,100,Clouds,overcast clouds,2013-02-01 01:00:00,378,2,-20.38
Nan,252.77,0.0,0.0,100,Clouds,overcast clouds,2013-02-01 02:00:00,291,2,-20.38
Nan,250.91,0.0,0.0,100,Clouds,overcast clouds,2013-02-01 03:00:00,347,2,-22.24
Nan,250.91,0.0,0.0,100,Clouds,overcast clouds,2013-02-01 04:00:00,638,2,-22.24
Nan,250.91,0.0,0.0,100,Clouds,overcast clouds,2013-02-01 05:00:00,2337,2,-22.24
Nan,249.91,0.0,0.0,100,Clouds,overcast clouds,2013-02-01 06:00:00,5110,2,-23.24
Nan,249.91,0.0,0.0,100,Clouds,overcast clouds,2013-02-01 07:00:00,6681,2,-23.24
Nan,249.91,0.0,0.0,100,Clouds,overcast clouds,2013-02-01 08:00:00,5948,2,-23.24
Nan,252.13,0.0,0.0,99,Clouds,overcast clouds,2013-02-01 09:00:00,4996,2,-21.02
Nan,252.13,0.0,0.0,99,Clouds,overcast clouds,2013-02-01 10:00:00,4461,2,-21.02
